,BoatID,Date,BoatName,Speed,Course,Latitude,Longitude
444,111,2020-01-07 12:20:00,Mason,12.4,S,-38.17416,-57.51333
445,111,2020-01-07 12:40:00,Mason,12.3,SO,-38.19916,-57.52638
446,111,2020-01-07 13:00:00,Mason,11.6,S,-38.23583,-57.544995
447,111,2020-01-07 13:20:00,Mason,11.7,S,-38.27277,-57.56194
448,111,2020-01-07 13:40:00,Mason,12.9,S,-38.2975,-57.573330000000006
449,111,2020-01-07 14:00:00,Mason,10.15,S,-38.333605000000006,-57.59097
450,111,2020-01-07 14:20:00,Mason,11.8,S,-38.36972,-57.60916
451,111,2020-01-07 14:40:00,Mason,12.1,S,-38.39416,-57.62138
452,111,2020-01-07 15:00:00,Mason,12.15,SO,-38.432635000000005,-57.64041
453,111,2020-01-07 15:20:00,Mason,11.6,S,-38.47111,-57.65916
454,111,2020-01-07 15:40:00,Mason,10.7,S,-38.49666,-57.671380000000006
455,111,2020-01-07 16:00:00,Mason,13.350000000000001,S,-38.53611,-57.69027
456,111,2020-01-07 16:20:00,Mason,12.0,S,-38.57722,-57.70916
457,111,2020-01-07 16:40:00,Mason,12.2,S,-38.60416,-57.72111
458,111,2020-01-07 17:00:00,Mason,13.6,S,-38.64569,-57.738605
459,111,2020-01-07 17:20:00,Mason,13.4,S,-38.68777,-57.75583
460,111,2020-01-07 17:40:00,Mason,14.4,S,-38.71638,-57.766940000000005
461,111,2020-01-07 18:00:00,Mason,13.75,S,-38.75958,-57.784165
462,111,2020-01-07 18:20:00,Mason,15.0,S,-38.80361,-57.80111
463,111,2020-01-07 18:40:00,Mason,13.7,S,-38.83277,-57.8125
464,111,2020-01-07 19:00:00,Mason,13.5,S,-38.876385,-57.831105
465,111,2020-01-07 19:20:00,Mason,13.9,S,-38.92,-57.851380000000006
